
S	S3017423	8F/13F	888萬元	888萬元	11年	1房0廳	12.04坪	12.04坪	無	克麗絲町 台北市文山區-景文街	景美捷運景觀套房	Wed May 04 15:11:02 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3017423	=HYPERLINK(N51)	Wed May 04 22:26:09 PDT 2016	
S	S3109197	3F/4F	1,030萬元	1,030萬元	40年	3房2廳	25.4坪	25.4坪	無	台北市文山區-興隆路一段	大降價興隆路一段公寓3樓	Wed May 04 15:11:03 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3109197	=HYPERLINK(N52)	Wed May 04 22:26:09 PDT 2016	
S	S3089187	2F/4F	1,190萬元	1,190萬元	38年	2房2廳	20.49坪	20.49坪	無	台北市文山區-興隆路四段	再興中學平地公寓2樓~屋況好	Wed May 04 15:11:03 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3089187	=HYPERLINK(N53)	Wed May 04 22:26:09 PDT 2016	
S	S3059596	4F/4F	998萬元	998萬元	37年	4房3廳	22.07坪	22.07坪	無	台北市文山區-福興路	興隆國小4樓裝潢美寓+頂加	Wed May 04 15:11:04 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3059596	=HYPERLINK(N54)	Wed May 04 22:26:09 PDT 2016	
S	S3059144	4F/5F	1,180萬元	1,180萬元	30年	3房2廳	35.35坪	35.35坪	無	台北市文山區-興隆路三段	萬芳醫院捷運美寓大三房	Wed May 04 15:11:04 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3059144	=HYPERLINK(N55)	Wed May 04 22:26:09 PDT 2016	
S	S3117384	1F/5F	998萬元	998萬元	34年	4房2廳	21.92坪	21.92坪	無	台北市文山區-興隆路四段	再興公寓一樓開價998！！	Wed May 04 15:11:05 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3117384	=HYPERLINK(N56)	Wed May 04 22:26:09 PDT 2016	
S	S3117333	3F/5F	950萬元	950萬元	34年	3房2廳	34.67坪	34.67坪	無	台北市文山區-興隆路三段	萬芳捷運公寓三樓	Wed May 04 15:11:06 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3117333	=HYPERLINK(N57)	Wed May 04 22:26:09 PDT 2016	
S	S3054131	4F/5F	1,180萬元	1,180萬元	31年	3房2廳	35.35坪	35.35坪	無	台北市文山區-興隆路三段	(萬芳醫院捷運站)大三房美寓	Wed May 04 15:11:06 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3054131	=HYPERLINK(N58)	Wed May 04 22:26:09 PDT 2016	
S	S3068500	2F/5F	1,188萬元	1,188萬元	33年	3房2廳	34.16坪	34.16坪	無	台北市文山區-溪口街	溪口街低樓層三房	Wed May 04 15:11:07 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3068500	=HYPERLINK(N59)	Wed May 04 22:26:09 PDT 2016	
S	S3009499	3F/3F	980萬元	980萬元	47年	3房2廳	21.7坪	21.7坪	無	台北市文山區-久康街	木柵市中心三樓+頂加	Wed May 04 15:11:07 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3009499	=HYPERLINK(N60)	Wed May 04 22:26:09 PDT 2016	
S	S3055039	4F/4F	998萬元	998萬元	37年	4房3廳	22.07坪	22.07坪	無	台北市文山區-福興路	興隆國小4樓裝潢美寓	Wed May 04 15:11:08 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3055039	=HYPERLINK(N61)	Wed May 04 22:26:09 PDT 2016	
S	S3054111	4F/4F	998萬元	998萬元	42年	3房2廳	28.18坪	28.18坪	無	台北市文山區-保儀路	保儀邊間雅寓	Wed May 04 15:11:08 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3054111	=HYPERLINK(N62)	Wed May 04 22:26:09 PDT 2016	
S	S3027713	3F/3F	980萬元	980萬元	47年	3房2廳	21.7坪	21.7坪	無	台北市文山區-久康街	木柵市中心三樓	Wed May 04 15:11:09 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3027713	=HYPERLINK(N63)	Wed May 04 22:26:09 PDT 2016	
S	S2986004	3F/4F	898萬元	898萬元	40年	2房2廳	15.94坪	15.94坪	無	台北市文山區-景興路	(景美捷運)小資公寓宅	Wed May 04 15:11:10 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2986004	=HYPERLINK(N64)	Wed May 04 22:26:09 PDT 2016	
S	S3027729	4F/5F	998萬元	998萬元	36年	3房2廳	27.8坪	27.8坪	無	台北市文山區-興隆路三段	萬芳醫院捷運佳佳美寓	Wed May 04 15:11:10 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3027729	=HYPERLINK(N65)	Wed May 04 22:26:09 PDT 2016	
S	S3107703	4F/5F	1,098萬元	1,098萬元	33年	3房2廳	23.41坪	23.41坪	無	台北市文山區-辛亥路四段	辛亥捷運三房美寓	Wed May 04 15:11:11 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3107703	=HYPERLINK(N66)	Wed May 04 22:26:09 PDT 2016	
S	S3060002	4F/4F	998萬元	998萬元	37年	4房3廳	22.07坪	22.07坪	無	台北市文山區-福興路	興隆國小四房美宅	Wed May 04 15:11:11 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3060002	=HYPERLINK(N67)	Wed May 04 22:26:09 PDT 2016	
S	S3115805	3F/5F	950萬元	950萬元	34年	3房2廳	34.67坪	34.67坪	無	興家社區 台北市文山區-興隆路三段	萬芳醫院捷運興家公寓三樓	Wed May 04 15:11:13 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3115805	=HYPERLINK(N68)	Wed May 04 22:26:09 PDT 2016	
S	S3116904	4F/12F	1,198萬元	1,198萬元	14年	1房1廳	24.04坪	24.04坪	平面式停車位，已含售金內	仙跡岩 台北市文山區-景興路	北市低總價捷運宅。車位。挑高。24H管理	Wed May 04 15:11:13 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3116904	=HYPERLINK(N69)	Wed May 04 22:26:09 PDT 2016	
S	S3087387	5F/5F	998萬元	998萬元	36年	3房2廳	26.04坪	26.04坪	平面式停車位，已含售金內	台北市文山區-興隆路四段	忠順商圈靜巷低總價方正美宅	Wed May 04 15:11:14 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3087387	=HYPERLINK(N70)	Wed May 04 22:26:09 PDT 2016	
S	S3074137	4F/5F	1,098萬元	1,098萬元	34年	3房1廳	23.4坪	23.4坪	無	台北市文山區-辛亥路四段	邊間捷運走5分鐘近全聯麥當勞都更首選	Wed May 04 15:11:15 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3074137	=HYPERLINK(N71)	Wed May 04 22:26:09 PDT 2016	
S	S3033159	4F/5F	1,098萬元	1,098萬元	34年	3房2廳	23.41坪	23.41坪	無	台北市文山區-辛亥路四段	萬芳商圈低總價3房	Wed May 04 15:11:16 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3033159	=HYPERLINK(N72)	Wed May 04 22:26:09 PDT 2016	
S	S2993096	4F/5F	1,180萬元	1,180萬元	33年	3房2廳	35.35坪	35.35坪	無	寶來社區 台北市文山區-興隆路三段	萬芳醫院捷運公寓三房	Wed May 04 15:11:16 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2993096	=HYPERLINK(N73)	Wed May 04 22:26:09 PDT 2016	
S	S3114919	1F/5F	998萬元	998萬元	34年	4房2廳	21.9坪	21.9坪	無	台北市文山區-興隆路四段	再興優質便宜一樓四房	Wed May 04 15:11:17 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3114919	=HYPERLINK(N74)	Wed May 04 22:26:09 PDT 2016	
S	S3048913	4F/5F	998萬元	998萬元	36年	3房2廳	27.8坪	27.8坪	無	家家社區 台北市文山區-興隆路三段	萬芳醫院捷運VS再興中學公寓	Wed May 04 15:11:18 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3048913	=HYPERLINK(N75)	Wed May 04 22:26:09 PDT 2016	
S	S3039944	5F/5F	998萬元	998萬元	38年	5房3廳	23.9坪	23.9坪	無	台北市文山區-興德路	萬芳醫院捷運邊間頂加	Wed May 04 15:11:18 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3039944	=HYPERLINK(N76)	Wed May 04 22:26:09 PDT 2016	
S	S2995570	5F/5F	1,120萬元	1,120萬元	31年	3房2廳	24.2坪	24.2坪	無	御書院 台北市文山區-木新路三段	景女公園裝潢美寓	Wed May 04 15:11:19 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S2995570	=HYPERLINK(N77)	Wed May 04 22:26:09 PDT 2016	
S	S3106217	9F/19F	898萬元	898萬元	1年	1房1廳	19.4坪	19.4坪	無	華固新天地 台北市文山區-羅斯福路六段	私藏新天地屋主自售全區最低價仲介免	Wed May 04 15:11:19 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3106217	=HYPERLINK(N78)	Wed May 04 22:26:09 PDT 2016	
S	S3050022	4F/4F	950萬元	950萬元	39年	1房1廳	15.94坪	15.94坪	無	台北市文山區-景興路	景美捷運超值兩房美寓全新裝潢	Wed May 04 15:11:20 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3050022	=HYPERLINK(N79)	Wed May 04 22:26:09 PDT 2016	
S	S3024262	5F/5F	1,088萬元	1,088萬元	36年	3房2廳	26.04坪	26.04坪	無	台北市文山區-興隆路四段	再興低總價三房美寓	Wed May 04 15:11:20 PDT 2016	https://m.591.com.tw/mobile-detail.html?houseId=S3024262	=HYPERLINK(N80)	Wed May 04 22:26:09 PDT 2016	
